text;group;groupText;masked_text
Ok yarın ben bununla diğer tülü getiririm bime;2;Normal;Ok yarın ben bununla diğer tülü getiririm bime
Biz Ali Atay'ın filmine gidelim diye konuştuk ona ayarlayalım beraber gidelim olur mu;2;Normal;Biz Ali Atay'ın filmine gidelim diye konuştuk ona ayarlayalım beraber gidelim olur mu
Nilay'a vereyim mi ceketini;2;Normal;Nilay'a vereyim mi ceketini
Elektrik Dağıtım: kargonuz iade edildi. 24 saat içinde işlem yapmazsanız icra işlemi uygulanacaktır. Tel: <PHONE>;0;Dolandiricilik;Elektrik Dağıtım: kargonuz iade edildi. 24 saat içinde işlem yapmazsanız icra işlemi uygulanacaktır. Tel: <PHONE>
FIRSAT yazin ucretsiz 2222'ye gonderin, 30 dakika gunluk konusma paketi kazanin! Markalarin indirim ve kampanyalarini da tum hatlarinizla ucretsiz ogrenin!;1;Promosyon;FIRSAT yazin ucretsiz 2222'ye gonderin, 30 dakika gunluk konusma paketi kazanin! Markalarin indirim ve kampanyalarini da tum hatlarinizla ucretsiz ogrenin!
Aninda 25 TL indirim!Elektrikli mutfak aletleri kategorisinde 250 TL ve uzeri alisverislerinize aninda 25 TL indirim firsatini kacirmayin. <URL>;1;Promosyon;Aninda <PRICE> indirim!Elektrikli mutfak aletleri kategorisinde <PRICE> ve uzeri alisverislerinize aninda <PRICE> indirim firsatini kacirmayin. <URL>
Sayin KAHVECI,hediyeniz Boyner Magazalari'nda sizi bekliyor!Kozmetik haric 300TL uzeri alisveriste hediyeniz olan 75TL indirim sifreniz  GHCA4S549. Son gun 08.11. Bilgi icin <PHONE>;1;Promosyon;Sayin KAHVECI,hediyeniz Boyner Magazalari'nda sizi bekliyor!Kozmetik haric <PRICE> uzeri alisveriste hediyeniz olan <PRICE> indirim sifreniz  GHCA4S549. Son gun 08.11. Bilgi icin <PHONE>
Adınıza dava dosyası açıldı:<URL>;0;Dolandiricilik;Adınıza dava dosyası açıldı:<URL>
ACİL! Fatura uyarısı: 48 saat içinde ödeme yapılmazsa hizmet durdurulacak. Arayın: <PHONE>;0;Dolandiricilik;ACİL! Fatura uyarısı: 48 saat içinde ödeme yapılmazsa hizmet durdurulacak. Arayın: <PHONE>
SOSYAL MEDYA HESABINIZ BLOKLANDI. Kimlik doğrulaması için link: <URL>;0;Dolandiricilik;SOSYAL MEDYA HESABINIZ BLOKLANDI. Kimlik doğrulaması için link: <URL>
Kampanya: VakifBanktan kart ucreti olmayan ve size ozel ayricaliklar sunan Platinum kartinizi almak icin EVET yazip 5724e gonderin. VakifBank Platinum ayricaliklari icin <URL>;1;Promosyon;Kampanya: VakifBanktan kart ucreti olmayan ve size ozel ayricaliklar sunan Platinum kartinizi almak icin EVET yazip 5724e gonderin. VakifBank Platinum ayricaliklari icin <URL>
Su faturası gecikmiş;0;Dolandiricilik;Su faturası gecikmiş
Hahn aynen böyle kalsin :);2;Normal;Hahn aynen böyle kalsin :)
uyarı! SGK  kargonuz iade edildi. Hemen bilgi güncelleyin yoksa icra işlemi uygulanacaktır. Tel: <PHONE>;0;Dolandiricilik;uyarı! SGK  kargonuz iade edildi. Hemen bilgi güncelleyin yoksa icra işlemi uygulanacaktır. Tel: <PHONE>
ACİL: Adınıza yasal işlem başlatıldı. İtiraz için 48 saat içinde <URL>;0;Dolandiricilik;ACİL: Adınıza yasal işlem başlatıldı. İtiraz için 48 saat içinde <URL>
Indirim: Watsons Buyuk Yilbasi Indirimi basladi! %50'ye varan firsatlar icin hemen tikla <URL>;1;Promosyon;Indirim: Watsons Buyuk Yilbasi Indirimi basladi! <PERCENT>'ye varan firsatlar icin hemen tikla <URL>
HOTIC'te Buyuk Kis Indirimi!Bot ve Cizmelerde NET %70 INDIRIM.Keyifli alisverisler dileriz.;1;Promosyon;HOTIC'te Buyuk Kis Indirimi!Bot ve Cizmelerde NET <PERCENT> INDIRIM.Keyifli alisverisler dileriz.
Benim olmadı valla ilk aylardan itibaren ilerisinde bilemicem tabi olurmu olmazmi;2;Normal;Benim olmadı valla ilk aylardan itibaren ilerisinde bilemicem tabi olurmu olmazmi
FARK ALMIYORUZ!! Fizik Tedavi polikliniklerimizde muayene ucret farki almiyoruz. Randevu <PHONE>;1;Promosyon;FARK ALMIYORUZ!! Fizik Tedavi polikliniklerimizde muayene ucret farki almiyoruz. Randevu <PHONE>
Gümrük Müdürlüğü: ödemeniz onaylanmadı. hukuki süreç başlatılacaktır. Detay: <URL>;0;Dolandiricilik;Gümrük Müdürlüğü: ödemeniz onaylanmadı. hukuki süreç başlatılacaktır. Detay: <URL>
Akşam elimde;2;Normal;Akşam elimde
Kampanya: Bvlgari Aqva Marine Edt 100 ml erkek parfümü sadece 129,90 TL! <URL>;1;Promosyon;Kampanya: Bvlgari Aqva Marine Edt 100 ml erkek parfümü sadece <PRICE>! <URL>
Oncelikli musteri hizmetleri, kapiya hizmet ve diger Platinum ayricaliklari sizi bekliyor. Platinum paket ile turbo hizinda asimsiz 4GB internet (ilk 3 ay 5GB) her yone 1500dk ve 1000SMS/MMS ayda 85TL! Hemen PLATINUM yazip 2222ye gonderin.;1;Promosyon;Oncelikli musteri hizmetleri, kapiya hizmet ve diger Platinum ayricaliklari sizi bekliyor. Platinum paket ile turbo hizinda asimsiz 4GB internet (ilk 3 ay 5GB) her yone 1500dk ve 1000SMS/MMS ayda <PRICE>! Hemen PLATINUM yazip 2222ye gonderin.
Acil: Mobil Operatör - ödemeniz onaylanmadı. derhal işlem yapın yoksa icra işlemi uygulanacaktır. İletişim: <PHONE>;0;Dolandiricilik;Acil: Mobil Operatör - ödemeniz onaylanmadı. derhal işlem yapın yoksa icra işlemi uygulanacaktır. İletişim: <PHONE>
Bende tozluklar var 3 takim tozlugumuz vardi ya iki tane bilgi işlem bir tane muhendislikten aldigimiz onlardan birer tane var;2;Normal;Bende tozluklar var 3 takim tozlugumuz vardi ya iki tane bilgi işlem bir tane muhendislikten aldigimiz onlardan birer tane var
Çevrimiçi yarı zamanlı bir iş olarak seçildigin icin tebrikler;0;Dolandiricilik;Çevrimiçi yarı zamanlı bir iş olarak seçildigin icin tebrikler
Adalet Bakanlığı uyarısı: ödemeniz onaylanmadı. Lütfen 48 saat içinde aşağıdaki linkten doğrulayın: <URL>;0;Dolandiricilik;Adalet Bakanlığı uyarısı: ödemeniz onaylanmadı. Lütfen 48 saat içinde aşağıdaki linkten doğrulayın: <URL>
Hizmet sağlayıcı bildirimi: hesabınızdan yetkisiz çekim. Borç/ceza için işlem yapılacaktır. 24 saat içinde tıklayın: <URL>;0;Dolandiricilik;Hizmet sağlayıcı bildirimi: hesabınızdan yetkisiz çekim. Borç/ceza için işlem yapılacaktır. 24 saat içinde tıklayın: <URL>
Cep Subesi'ne giris yaptiniz, damattween<URL>'dan yapacaginiz alisverislerinizde gecerli %10 indirim kazandiniz. Kodunuz IYNIWW6Y7WYYXKW;1;Promosyon;Cep Subesi'ne giris yaptiniz, damattween<URL>'dan yapacaginiz alisverislerinizde gecerli <PERCENT> indirim kazandiniz. Kodunuz IYNIWW6Y7WYYXKW
Kampanya- Free'den Size Özel 25TL chip-para! Ekim ayı boyunca dilediğiniz yerde yapacağınız herhangi bir tutardaki ilk alışverişinize 25TL chip-para kazanabilirsiniz. Detayli bilgi: kartfree<URL>/4235.;1;Promosyon;Kampanya- Free'den Size Özel <PRICE> chip-para! Ekim ayı boyunca dilediğiniz yerde yapacağınız herhangi bir tutardaki ilk alışverişinize <PRICE> chip-para kazanabilirsiniz. Detayli bilgi: kartfree<URL>/4235.
Kampanya: VakifBanktan size ozel, masrafsiz, aylik 370 TL taksitlerle, 36 ay vadeli, 10.000 TL Bayram Kredisine SMS ile basvurmak icin BAYRAM bosluk TC Kimlik No.nuzu yazarak 5724e gonderebilirsiniz. Detayli bilgi icin: <URL>;1;Promosyon;Kampanya: VakifBanktan size ozel, masrafsiz, aylik <PRICE> taksitlerle, 36 ay vadeli, <PRICE> Bayram Kredisine SMS ile basvurmak icin BAYRAM bosluk TC Kimlik No.nuzu yazarak 5724e gonderebilirsiniz. Detayli bilgi icin: <URL>
Veririm;2;Normal;Veririm
uyarı! Gümrük Müdürlüğü  gümrükte bekliyor. Hemen bilgi güncelleyin yoksa hukuki süreç başlatılacaktır. Tel: <PHONE>;0;Dolandiricilik;uyarı! Gümrük Müdürlüğü  gümrükte bekliyor. Hemen bilgi güncelleyin yoksa hukuki süreç başlatılacaktır. Tel: <PHONE>
Son fiyatiniz ne olur get yada ptt ile kapida konrollu odeme mumkunmu;2;Normal;Son fiyatiniz ne olur get yada ptt ile kapida konrollu odeme mumkunmu
Xiaomi Mi 4 efsanesi 3GB RAM, 5 inc ekraniyla simdi <URL>;1;Promosyon;Xiaomi Mi 4 efsanesi 3GB RAM, 5 inc ekraniyla simdi <URL>
BU FIRSAT KACMAZ!4 YAS VE UZERI ARACINIZA TUM MEKANIK ONARIMLARDA %25 INDIRIM VE TAKSIT IMKANI. SIZI YETKILI SERVISIMIZE BEKLIYORUZ. KUTAY <PHONE>;1;Promosyon;BU FIRSAT KACMAZ!4 YAS VE UZERI ARACINIZA TUM MEKANIK ONARIMLARDA <PERCENT> INDIRIM VE TAKSIT IMKANI. SIZI YETKILI SERVISIMIZE BEKLIYORUZ. KUTAY <PHONE>
Paketiniz teslim edilmeden önce doğrulama yapılmalıdır <URL>;0;Dolandiricilik;Paketiniz teslim edilmeden önce doğrulama yapılmalıdır <URL>
Yarın dönüyorum;2;Normal;Yarın dönüyorum
Dikkat! E-Devlet tarafından kargonuz iade edildi. 3 gün içinde yoklama yapılacaktır. şikayetçi olunacaktır. Link: <URL>;0;Dolandiricilik;Dikkat! E-Devlet tarafından kargonuz iade edildi. 3 gün içinde yoklama yapılacaktır. şikayetçi olunacaktır. Link: <URL>
ACİL! HESAPdoğrulama GEREKİYOR: Hesabınız kapatılacak. Onay için hemen tıklayın: <URL>;0;Dolandiricilik;ACİL! HESAPdoğrulama GEREKİYOR: Hesabınız kapatılacak. Onay için hemen tıklayın: <URL>
duyuru hemen geliyor artık;2;Normal;duyuru hemen geliyor artık
Evet evet yeni eve hazırlık yapıyorum;2;Normal;Evet evet yeni eve hazırlık yapıyorum
kerim hoca çok mu düşündü merak ediyorum;2;Normal;kerim hoca çok mu düşündü merak ediyorum
Paraf ile Enterprise da %30 indirim ayricaligi! Enterprise merkez ofisleri, enterprise<URL>;1;Promosyon;Paraf ile Enterprise da <PERCENT> indirim ayricaligi! Enterprise merkez ofisleri, enterprise<URL>
ACİL! Kayıp paket: Kargonuz adres bilgisi eksik.doğrulamak için linke tıklayın: <URL>;0;Dolandiricilik;ACİL! Kayıp paket: Kargonuz adres bilgisi eksik.doğrulamak için linke tıklayın: <URL>
KAMPANYA: Ikitelli Deposite KIGILI'da CADIR GUNLERI! Gomlek 19, T-shirt 20, Pantolon 49 TL! Buyuk firsati kacirmayin. Son Gun: 16 Temmuz. Bilgi icin sabit hatlardan: <PHONE>;1;Promosyon;KAMPANYA: Ikitelli Deposite KIGILI'da CADIR GUNLERI! Gomlek 19, T-shirt 20, Pantolon <PRICE>! Buyuk firsati kacirmayin. Son Gun: 16 Temmuz. Bilgi icin sabit hatlardan: <PHONE>
Dagi'de Buyuk Yaz Kampanyasi!!! Tum Plaj Urunlerinde  NET %50 Kampanyamiz Baslamistir. (Bu mesaji almak istemiyorsaniz RET yaz 3347'ye msj gonder);1;Promosyon;Dagi'de Buyuk Yaz Kampanyasi!!! Tum Plaj Urunlerinde  NET <PERCENT> Kampanyamiz Baslamistir. (Bu mesaji almak istemiyorsaniz RET yaz 3347'ye msj gonder)
Acil: Hizmet sağlayıcı - hesabınız bloke edildi. en geç 1 iş günü içinde işlem yapın yoksa yasal takip başlatılacaktır. İletişim: <PHONE>;0;Dolandiricilik;Acil: Hizmet sağlayıcı - hesabınız bloke edildi. en geç 1 iş günü içinde işlem yapın yoksa yasal takip başlatılacaktır. İletişim: <PHONE>
burda <PERCENT> indirim var <URL>;2;Normal;burda <PERCENT> indirim var <URL>
Tum English Home yatak ortuleri %50 indirimle magazalarimizda ve <URL>;1;Promosyon;Tum English Home yatak ortuleri <PERCENT> indirimle magazalarimizda ve <URL>
ATAKOY de sezonun DEV iNDiRiMi bugun basladi ..Tum bot ve cizme modellerinde NET %70 iNDiRiM!! Kacirmayin. Keyifli alisverisler. Mesaj iptal icin <URL>;1;Promosyon;ATAKOY de sezonun DEV iNDiRiMi bugun basladi ..Tum bot ve cizme modellerinde NET <PERCENT> iNDiRiM!! Kacirmayin. Keyifli alisverisler. Mesaj iptal icin <URL>
Bugün mesai oncesi belli olacakmis;2;Normal;Bugün mesai oncesi belli olacakmis
Tamam kardes. Yarin cikarken bi alo dersin?;2;Normal;Tamam kardes. Yarin cikarken bi alo dersin?
Son çağrı: PTT - aboneliğiniz iptal edilecek. 24 saat içinde cevap vermezseniz yasal takip başlatılacaktır. Link: <URL>;0;Dolandiricilik;Son çağrı: PTT - aboneliğiniz iptal edilecek. 24 saat içinde cevap vermezseniz yasal takip başlatılacaktır. Link: <URL>
DIGITURK SISTEMINI EVINIZE UCRETSIZ KURUYORUZ!!! 180 KANAL +AYDA 1000 FILM SADECE 19 TL HEMAN ARAYANA HD HEDIYE 6 AY DİZİ YETISKIN VE LIG TV!!  <PHONE>;1;Promosyon;DIGITURK SISTEMINI EVINIZE UCRETSIZ KURUYORUZ!!! 180 KANAL +AYDA 1000 FILM SADECE <PRICE> HEMAN ARAYANA HD HEDIYE 6 AY DİZİ YETISKIN VE LIG TV!!  <PHONE>
Size iyi eğlenceler güzelim benim selam söyle kevser kuşa;2;Normal;Size iyi eğlenceler güzelim benim selam söyle kevser kuşa
VakifBank Worldcardla 31 Aralika kadar ATM veya <PHONE>;1;Promosyon;VakifBank Worldcardla 31 Aralika kadar ATM veya <PHONE>
uyarı! Ödeme Merkezi  aboneliğiniz iptal edilecek. Hemen bilgi güncelleyin yoksa şikayetçi olunacaktır. Tel: <PHONE>;0;Dolandiricilik;uyarı! Ödeme Merkezi  aboneliğiniz iptal edilecek. Hemen bilgi güncelleyin yoksa şikayetçi olunacaktır. Tel: <PHONE>
Dikkat! Mobil Operatör tarafından aboneliğiniz iptal edilecek. 48 saat içinde yoklama yapılacaktır. yasal takip başlatılacaktır. Link: <URL>;0;Dolandiricilik;Dikkat! Mobil Operatör tarafından aboneliğiniz iptal edilecek. 48 saat içinde yoklama yapılacaktır. yasal takip başlatılacaktır. Link: <URL>
Allah ağız tadıyla oturmayı nasip etsin;2;Normal;Allah ağız tadıyla oturmayı nasip etsin
Hesabınızdan şüpheli paylaşım isteği oluştu. İptal edin: <URL>;0;Dolandiricilik;Hesabınızdan şüpheli paylaşım isteği oluştu. İptal edin: <URL>
Çocuklar nasıl;2;Normal;Çocuklar nasıl
anne sarjım bitti arkadasımı ara <PHONE>;2;Normal;anne sarjım bitti arkadasımı ara <PHONE>
Dikkat Mini Cooper cikabilir! GollerCepte'den 1 kisiye takiminin renklerine ozel 2015 Model Mini Cooper! UCRETSIZ cekilise katilmak icin UCRETSIZ uygulamayi indirip formu doldurman yeterli: trcll.im/BJK trcll.im/FB trcll.im/GS trcll.im/TS;1;Promosyon;Dikkat Mini Cooper cikabilir! GollerCepte'den 1 kisiye takiminin renklerine ozel 2015 Model Mini Cooper! UCRETSIZ cekilise katilmak icin UCRETSIZ uygulamayi indirip formu doldurman yeterli: trcll.im/BJK trcll.im/FB trcll.im/GS trcll.im/TS
Gida-Akaryakit-Telekomunikasyon ve Kuyum'da Garanti Ticari Kartinizla harcamalarinizi taksitlendirebileceginizi biliyor muydunuz? <URL>;1;Promosyon;Gida-Akaryakit-Telekomunikasyon ve Kuyum'da Garanti Ticari Kartinizla harcamalarinizi taksitlendirebileceginizi biliyor muydunuz? <URL>
Akşam bir şeyler yapalım;2;Normal;Akşam bir şeyler yapalım
Bu bayram sevdiklerinize kavusmanin en kolay yolu Avea Seyahat'te! Yuzlerce firmanin ucak ve otobus biletleri Avea Seyahat ile elinizin altinda. Uygulamayi hemen indirmek icin <URL>;1;Promosyon;Bu bayram sevdiklerinize kavusmanin en kolay yolu Avea Seyahat'te! Yuzlerce firmanin ucak ve otobus biletleri Avea Seyahat ile elinizin altinda. Uygulamayi hemen indirmek icin <URL>
Kargo şirketi hesabınızda şüpheli aktivite: hesabınız bloke edildi. Hemen kontrol edin: <URL>;0;Dolandiricilik;Kargo şirketi hesabınızda şüpheli aktivite: hesabınız bloke edildi. Hemen kontrol edin: <URL>
Yok ya yorgun bayaa birazda soğuk almış;2;Normal;Yok ya yorgun bayaa birazda soğuk almış
Ooo yarasiiiin. Mesgul etmiyim seni madem :) slm soyle Ömer'e ikinizede afiyetler olsun :);2;Normal;Ooo yarasiiiin. Mesgul etmiyim seni madem :) slm soyle Ömer'e ikinizede afiyetler olsun :)
KASIM BITMEDEN SENI NELER BEKLIYOR? ASK MI,PARA MI,SAGLIK MI?UNLU ASTROLOG SANA OZEL YORUMLARLA BU NUMARADA.ARA YILDIZLAR SENIN ICIN NE DIYOR OGREN 08882990999;1;Promosyon;KASIM BITMEDEN SENI NELER BEKLIYOR? ASK MI,PARA MI,SAGLIK MI?UNLU ASTROLOG SANA OZEL YORUMLARLA BU NUMARADA.ARA YILDIZLAR SENIN ICIN NE DIYOR OGREN 08882990999
VakifBank Altin Gunu 14 Ocakta Mugla Subemizde. Altinlarinizi getirin karsiligi kadar altin hesabiniza yatirilsin. Bilgi:<URL>;1;Promosyon;VakifBank Altin Gunu 14 Ocakta Mugla Subemizde. Altinlarinizi getirin karsiligi kadar altin hesabiniza yatirilsin. Bilgi:<URL>
Devlet sistemi üzerinden adınıza kayıt oluşturulmuştur <URL>;0;Dolandiricilik;Devlet sistemi üzerinden adınıza kayıt oluşturulmuştur <URL>
Ben muglaya geldigimde;2;Normal;Ben muglaya geldigimde
4-7 Eylul tarihleri arasinda Internet veya Cep Subesi'ne giris yaptiniz, Pegasus'un mobil site ve uygulamalarindan yapacaginiz yurtdisi ucak bileti aliminda gecerli %30 indirim kazandiniz. Detaylar: <URL>;1;Promosyon;4-7 Eylul tarihleri arasinda Internet veya Cep Subesi'ne giris yaptiniz, Pegasus'un mobil site ve uygulamalarindan yapacaginiz yurtdisi ucak bileti aliminda gecerli <PERCENT> indirim kazandiniz. Detaylar: <URL>
Adalet Bakanlığı bildirimi: gümrükte bekliyor. Borç/ceza için işlem yapılacaktır. en geç 1 iş günü içinde tıklayın: Tel: <PHONE>;0;Dolandiricilik;Adalet Bakanlığı bildirimi: gümrükte bekliyor. Borç/ceza için işlem yapılacaktır. en geç 1 iş günü içinde tıklayın: Tel: <PHONE>
Yurtici Kargo kampanyasından 1000 TL hediye kazandınız. Hemen onaylayın: <URL>;0;Dolandiricilik;Yurtici Kargo kampanyasından 1000 TL hediye kazandınız. Hemen onaylayın: <URL>
ESKIMIS NEVRESIMLERE VEDA!BU HAFTA %100 PAMUK RANFORCE NEVRESIM TAKIMLARI TEK K 49.9TL,CIFT K 59.9TL!IPTAL:5830A MC YAZ/MERSIS:0273065777400019 madamecoco<URL>;1;Promosyon;ESKIMIS NEVRESIMLERE VEDA!BU HAFTA <PERCENT> PAMUK RANFORCE NEVRESIM TAKIMLARI TEK K <PRICE>,CIFT K <PRICE>!IPTAL:5830A MC YAZ/MERSIS:0273065777400019 madamecoco<URL>
Bilmem  Ben yaklaşık 3 haftadır görmüyorum ikisini de;2;Normal;Bilmem  Ben yaklaşık 3 haftadır görmüyorum ikisini de
SGK güvenlik uyarısı: aboneliğiniz iptal edilecek.doğrulama için: <URL>;0;Dolandiricilik;SGK güvenlik uyarısı: aboneliğiniz iptal edilecek.doğrulama için: <URL>
SON 2 GUN! Cekilise hemen katilin, birbirinden degerli 28 hediyeden 1'i sizin olsun. DETAYLI BILGI VE KATILIM ICIN: <URL>;1;Promosyon;SON 2 GUN! Cekilise hemen katilin, birbirinden degerli 28 hediyeden 1'i sizin olsun. DETAYLI BILGI VE KATILIM ICIN: <URL>
haberleşmek için bu numara <PHONE>;2;Normal;haberleşmek için bu numara <PHONE>
YILBASI ÖZEL ETIKETIN YARISI !SADECE <URL>;1;Promosyon;YILBASI ÖZEL ETIKETIN YARISI !SADECE <URL>
DAKiKA 1 GOL 1! 2015 MODEL FiATLARI 2014 FiYATLARIYLA FARK ODEMEDEN 20 BiN TL 20 AY 0 FAiZLE ALMAK iCiN SON GUNLER. (FETHiYE: <PHONE>;1;Promosyon;DAKiKA 1 GOL 1! 2015 MODEL FiATLARI 2014 FiYATLARIYLA FARK ODEMEDEN 20 BiN TL 20 AY 0 FAiZLE ALMAK iCiN SON GUNLER. (FETHiYE: <PHONE>
KAR KURU TEMIZLEME Sonbahar Kampanyasi devam ediyor.Kuru temizleme ve ütü yplir.Mesajimizi alan müsterilerimize %10 indirm yapilmaktadr. No:<PHONE>;1;Promosyon;KAR KURU TEMIZLEME Sonbahar Kampanyasi devam ediyor.Kuru temizleme ve ütü yplir.Mesajimizi alan müsterilerimize <PERCENT> indirm yapilmaktadr. No:<PHONE>
Galiba toplamda 10;2;Normal;Galiba toplamda 10
Canım  duymamışım  kusura bakma. Bi sıkıntı  yok demi?;2;Normal;Canım  duymamışım  kusura bakma. Bi sıkıntı  yok demi?
Suya ve darbeye karsi dayanikli, tasinabilir disk Silicon Power sadece 194,90TL! <URL>;1;Promosyon;Suya ve darbeye karsi dayanikli, tasinabilir disk Silicon Power sadece <PRICE>! <URL>
Arkası çok kısa ilker e imrendik;2;Normal;Arkası çok kısa ilker e imrendik
Faizsiz kredi fırsatı sizi bekliyor. Basvuru ve onay için: <URL>;0;Dolandiricilik;Faizsiz kredi fırsatı sizi bekliyor. Basvuru ve onay için: <URL>
İyiyim teşekkürler oturuyoruz nazarda arkadaşla  sen nasılsın :)  geçen gördüm seni de gelemedim yanınıza ;2;Normal;İyiyim teşekkürler oturuyoruz nazarda arkadaşla  sen nasılsın :)  geçen gördüm seni de gelemedim yanınıza 
Oooo şimdi anladım bu kız sabahtan bizim yanımıza gelmişti gazetecilik mezunu biraz sohbet etmiştik;2;Normal;Oooo şimdi anladım bu kız sabahtan bizim yanımıza gelmişti gazetecilik mezunu biraz sohbet etmiştik
VakifBank Worldcardla 31Marta kadar ATM,<PHONE>;1;Promosyon;VakifBank Worldcardla 31Marta kadar ATM,<PHONE>
Fatura uyarısı: 48 saat içinde ödeme yapılmazsa hizmet durdurulacak. Arayın: <PHONE>;0;Dolandiricilik;Fatura uyarısı: 48 saat içinde ödeme yapılmazsa hizmet durdurulacak. Arayın: <PHONE>
Mugla Festiva Altinyildiz Classics'te %70'e varan Büyük Kis Indirimi basladi. Altinyildiz Classics Mont 199.99TL, Palto 249.99TL, Kaban 249.99TL. Teklifleri almak istemiyorsaniz RET ALTINYILDIZ yazip 3347'ye gönderin.Mersis No:0187062871800019;1;Promosyon;Mugla Festiva Altinyildiz Classics'te <PERCENT>'e varan Büyük Kis Indirimi basladi. Altinyildiz Classics Mont <PRICE>, Palto <PRICE>, Kaban <PRICE>. Teklifleri almak istemiyorsaniz RET ALTINYILDIZ yazip 3347'ye gönderin.Mersis No:0187062871800019
50TL BONUS! BONUSA UYE GIYIM,ELEKTRONIK,RESTORAN,CICEKCIDE HER 100TL HARCAMAYA 10TL,TOPLAM 50TL BONUS! ILK HARCAMADAN ONCE SUBAT YAZ 3340'A GONDER. BONUS<URL>;1;Promosyon;<PRICE> BONUS! BONUSA UYE GIYIM,ELEKTRONIK,RESTORAN,CICEKCIDE HER <PRICE> HARCAMAYA <PRICE>,TOPLAM <PRICE> BONUS! ILK HARCAMADAN ONCE SUBAT YAZ 3340'A GONDER. BONUS<URL>
"Evet yoldayız ;)";2;Normal;"Evet yoldayız ;)"
UYARI: Garanti BBVA - ödeme onayı gerekmektedir. Hesabınızı korumak için hemen doğrulama yapın: <URL>;0;Dolandiricilik;UYARI: Garanti BBVA - ödeme onayı gerekmektedir. Hesabınızı korumak için hemen doğrulama yapın: <URL>
Elektrik Dağıtım güvenlik uyarısı: Kimlik doğrulama eksik.doğrulama için: <URL>;0;Dolandiricilik;Elektrik Dağıtım güvenlik uyarısı: Kimlik doğrulama eksik.doğrulama için: <URL>
Hesabınıza farklı bir cihazdan giriş yapıldı. Eğer siz değilseniz hemen <PHONE>;0;Dolandiricilik;Hesabınıza farklı bir cihazdan giriş yapıldı. Eğer siz değilseniz hemen <PHONE>
