text;group;groupText;
musait misin onemli bi durum var seçim icin sandikta görevli olmak istiyor musun;2;Normal;
Boyner'de isaretli urunlerde %50'ye varan indirim! <URL>;1;Promosyon;
Sleepy<URL>;1;Promosyon;
"Þaþýrdým bende üstüne yazýnca ;)";2;Normal;
Paket teslim edilemedi. Yeni teslim tarihi seçmek için týklayýn veya <PHONE>;0;Dolandiricilik;
Paraf ile Gratis'te 75 TL ve uzeri alisverisinize Gratis'te gecerli 15 TL ParafPara! Katilmak icin GRATIS yaz bosluk birak kartin son 6 hanesini 3404 e gonder. <URL>;1;Promosyon;
ACÝL! HEDÝYE: Sosyal medya çekiliþi kazandýnýz. Detaylar: <URL>;0;Dolandiricilik;
Ayseye atiyorum;2;Normal;
Saðolasýn teþekkür ederim, ben de dün gece hatýrladým doðum günümü :), iþin kötüsü seninkini unuttum, senin de doðum günün kutlu olsun, görüþürüz ;2;Normal;
Hidirellezi MALL OF ISTANBUL'da kutlamaya ne dersiniz? Rengarenk dilek agaclari, romen gruplari, ucretsiz Suzan Kardes Konseri (20:00) yarin sizleri bekliyor.;1;Promosyon;
Napýyosunuz;2;Normal;
tmm gelin :);2;Normal;
Kadrolar açýklandýðýnda eðer sonucumuz güzel olursa bir müjdelik istiyorum;2;Normal;
Sahte vergi bildirimi: Vergi borcunuz var. Ýcra gelmeden önce <PHONE>;0;Dolandiricilik;
Son çaðrý: Elektrik Daðýtým - gümrükte bekliyor. bugün cevap vermezseniz hesabýnýz kalýcý olarak kapatýlacak. Link: <URL>;0;Dolandiricilik;
Kredi limitiniz onaylandý. Kredi detaylarý ve sözleþme: <URL>;0;Dolandiricilik;
Zeytinburnu evet yurt belli deðil;2;Normal;
Bu Kurban Bayramýnda bir hisse de Kardeþliðe ayýrýn. Kurban bedeli yurtiçi 625, yurtdýþý 450TL'dir. Baðýþlarýnýzý diyanetvakfi.org.tr adresinden yapabilirsiniz;1;Promosyon;
Tebrikler! Büyük ödülü kazandýnýz. Detaylar ve talep formu: <URL>;0;Dolandiricilik;
AVEA ile YILDIZLAR Acikhava Sahnesinde! Profesyonel Tarife musterilerine ozel, 30 Eylul'deki Selcuk Balci konser biletinizi Biletix'ten %50 indirimli almak icin PROF SELCUK BALCI yazip 5060 'a gonderin, sifreniz cebinize gelsin. Detaylar: avea.co/pro;1;Promosyon;
Apple IDdoðrulamasý yapýlmadý. hesabýnýzý kurtarmak için: <URL>;0;Dolandiricilik;
Kuzum ben bisiklet sürmeyi bilmiyorum bir de yarýn serkanla planýmýz var;2;Normal;
Evden çalýþma iþi: Hemen baþvuru yapýn;0;Dolandiricilik;
Kredi limitiniz onaylandý. Kredi detaylarý ve sözleþme: <URL>;0;Dolandiricilik;
Ben uzak masaüstü yapamadým benm bilgisayarý açsan olurmu?;2;Normal;
Pat deyince aklýma gelmedi ama bir düþüneyim;2;Normal;
Kredi kartýnýzdan þüpheli iþlem. 24s içinde doðrulamazsanýz bloke edilecek: <URL>;0;Dolandiricilik;
Sistemimiz ödeme sahteciliði tespit etti. Hesap güvenliði için doðrulama: <URL>;0;Dolandiricilik;
KAMPANYA: DOMINOS'TA BUGUNE OZEL 2 ADET ORTA BOY KARISK PIZZA SADECE 27,90 TL FIRSATI KACIRMA HEMEN ARA <PHONE>;1;Promosyon;
Günaydýn Melek bamya güzel olmus.;2;Normal;
Abi baktýk bütün parçacýlara kimsede yok þuan. Cumartesi parçacýlara soracak bizim parçacý tahtakalede abi ;2;Normal;
Kampanya: VakifBank Worldcardla 31 Aralika kadar ATM,<PHONE>;1;Promosyon;
Aydin'in ilk ve tek Indirim Panayiri Novada Outlet Soke KIGILI'da!%70+%20 indirimle Gomlek 39TL,Triko 49TL,Pantolon 59TL,Kaban 99TL,Mont 119TL,TakimElbise 168TL;1;Promosyon;
DILEDIGIN PIZZADA ANINDA 50% INDIRIM FIRSATI ICIN TIKLA! <URL>;1;Promosyon;
Kripto airdrop: 0.5 BTC kazanma þansý! Cüzdan adresinizi doðrulayýn: <URL>;0;Dolandiricilik;
HES kodu doðrulamasý  gerekiyor. Buraya girin: <URL>;0;Dolandiricilik;
Ogretmenler gununde, siz ogretmenlerimize ozel %1,39 oranli Finansor ile ihtiyaclarinizi 36 aya kadar taksitlendirin, ustelik hicbir masraf odemeyin. Finansor'e basvurmak icin 'OGRT' yazip bir bosluk birakarak, TC kimlik numaranizi 2310'a gonderin. ;1;Promosyon;
Bayramda Sevincinizi Ikiye Katlayin Hafta Sonu Kampanyamizi Kacirmayin.82 Ekran Led Tv 499 TL,Bulasik Makinesi 499 TL, No Frost Buzdolabi 899 TL,Yatak Odasi Takimi 2099 TL Ve Yaninda 1100 TL Degerinde Camasir Makinesi HEDIYE, 599 TL Kose Takimi Ve Cok Daha fazlasý Icýn marke<URL>;1;Promosyon;
DEV FIRSAT 400 kanal+ayda 700 film +6 belgesel+6 cocuk+ 1 ay LIGTV  SADECE 27 tl hemen arayin <PHONE>;1;Promosyon;
Telefon numaranýzla ilgili acil bildirim: Ödeme talebi var. Sorunu çözmek için <PHONE>;0;Dolandiricilik;
Kýz arkadaþýnýn fotoðraflarýný kaldýrýp, sonrasýnda da durum mesajýný çok derin yazmýþsýn;2;Normal;
Ceyrek altinda buyuk firsat! 7'li ceyrek altin bugune ozel 1.046,90 TL! Ustelik Kargo Ucretsiz <URL>;1;Promosyon;
Þu trafikle ilgili gösterge mi?;2;Normal;
Tebrikler! Kampanya kazanýmý: Büyük ödülünüzü almak için doðrulama yapýn: <URL>;0;Dolandiricilik;
Cok sag ol Ali ayþeye cok selamlar;2;Normal;
Kartýnýz yeni iþlem yapýldý. Onay için <PHONE>;0;Dolandiricilik;
Baþkanlýk sistemi gelecek ya onu;2;Normal;
ERKEN REZERVASYON DENiZE SIFIR DIDIM AKBUK BEGONVILLE OTELIMIZDE 4 GECE 5 GUN HD. KISI BASI TOPLAM 219TL 0-12 YAS COCUK FREE <PHONE>;1;Promosyon;
Bas agirlikli ve net ses! Sennheiser PX30 Kulakustu Kulaklik simdi 59,90 TL yerine 39,90 TL! Hemen tiklayin: <URL>;1;Promosyon;
PTT: aboneliðiniz iptal edilecek. 3 gün içinde iþlem yapmazsanýzyasal takip baþlatýlacaktýr. Tel: <PHONE>;0;Dolandiricilik;
Tam 20TL bonus firsati! 29 Mayis-1 Haziran arasi BONUS ile istediginiz yerde toplam 300TL alisveris yapin, 20TL bonus kazanin! 3340a SANS yazin,gonderin bonus<URL>;1;Promosyon;
Kampanya: VakifBank Worldcard ile 31 Aralika kadar Opette yapacaginiz 4 adet 100TL alisverisinize 1-10 Ocak arasinda Opette 25TL indirim. AKARYAKIT yazin kartin son 6 hanesini 6635e gonderin. Kampanya SMSi almak istemiyorsaniz VBRED yazin 6757ye ucretsiz gonderin;1;Promosyon;
31/10/15'e kadar iPhone 6S/6Splus alimina aninda gecerli 100 TL indirim kodunuz: EFE4EA8F54. SMS iptal icin MESAJ RET yaz 4933e gonder.Mersis:0-6320-0360-720001;1;Promosyon;
Hemen döndüm;2;Normal;
VakifBank Worldcardla 31 Aralika kadar sube veya <PHONE>;1;Promosyon;
Kampanya: TEB Bonus Card'ýnýz ile 29 Þubat'a kadar Bonus POS'larýnda tek seferde yapacaðýnýz her 100 TL'lik giyim, elektronik ve çiçek alýþveriþinize 10 TL bonus, toplam 50 TL bonus! KAZAN yazýp 4616'ya SMS gönderin! Detay: teb<URL>;1;Promosyon;
Benim olmadý valla ilk aylardan itibaren ilerisinde bilemicem tabi olurmu olmazmi;2;Normal;
Mudo'da GECE KUSU surprizi! Bu aksam 19'dan kapanisa kadar giyim ve aksesuarda %50'ye varan indirimlere ek 150TL uzeri alisverisinize ekstra %25 indirim!;1;Promosyon;
Limitiniz yükseltildi. Sözleþme: <URL>;0;Dolandiricilik;
Eviniz ve esyalariniz riskte mi? <URL>;1;Promosyon;
"Tamm yalcýn geldim ben ;) fatih abiyle";2;Normal;
uyarý! Kargo þirketi – hesabýnýzdan yetkisiz çekim. Hemen bilgi güncelleyin yoksa hesabýnýz kalýcý olarak kapatýlacak. Link: <URL>;0;Dolandiricilik;
Yeni telefonunuzla hediye edilen 3 Aylik Akilli Depo 50 GB Paketiniz tanimlandi. Ucretsiz Akilli Deponuz ile, tum selfie'leri, foto ve videolarinizi yedekleyebilir, ister PC ister iPadden ulasabilirsiniz. Indirmek icin <URL>;1;Promosyon;
%70 NET INDIRIM basladi! Yeni yil hediyelerinizi birlikte secmek icin sizi KIGILI magazalarimiza bekliyoruz. Mutlu Yillar.;1;Promosyon;
serkanla beyaz eþya alcaz bugün okul çýkýþý sonrasýnda müsaitim ben Kevserin  de dersi 18 30 da bitiyormuþ;2;Normal;
Turkcell Hesap Ode ile Setcard gecerli tum restoranlarda hesabinizi Turkcell faturaniz ile odeyebilirsiniz. Hemen kullanmaya baslamak icin <URL>;1;Promosyon;
Bugune ozel fiyatiyla Quatro M1453 Cep Telefonu sadece 589TL! Ucretsiz Kargo firsatiyla hemen alin: <URL>;1;Promosyon;
17-26 Kasim tarihlerinde Cep Subesi'ne giris yaptiniz, arzum<URL>;1;Promosyon;
Tum Pijamalarda ve Bayan Basic Camasirlarda 1 ALANA 1 BEDAVA  Kampanyamiz Baslamistir. Keyifli Alisverisler Dileriz Mesaj almamak icin RET yaz 3347 SMS gonder;1;Promosyon;
Paket teslim edilemedi. Yeni teslim tarihi seçmek için týklayýn veya <PHONE>;0;Dolandiricilik;
Kalbinin sesini dinle. Heyecan verici tasarimi ve sasirtan ic hacmiyle Yeni i20 Hyundai plazalarinda teste hazir! Ayrintili bilgi icin: <URL>;1;Promosyon;
Torium AVM Maðazamýzda, Gömlek 19,90 TL, Pantolon 39,90 TL, Takým Elbise +Gömlek +Kravat 199,90 TL. Son Gün 31 Aðustos. SMS Ýptali Ýçin SUVARI Yaz 3347'e Gönder. Mersis No:<PHONE>;1;Promosyon;
Banka kartýnýz riskli iþlem yaptý. iþlemi onaylamýyorsanýz buraya týklayýn: <URL>;0;Dolandiricilik;
Birazdan iþe gecicem ben;2;Normal;
Dikkat! Ödeme Merkezi tarafýndan aboneliðiniz iptal edilecek. 48 saat içinde yoklama yapýlacaktýr. icra iþlemi uygulanacaktýr. Link: <URL>;0;Dolandiricilik;
Hee deðiþiklik olmuþtur yormuþtur da;2;Normal;
Bugune ozel super firsat! 1349 TL'ye 116 ekran Samsung Full HD Smart LED TV, ustelik ucretsiz kargo ve 75 TL Worldpuan hediye <URL>;1;Promosyon;
VakifBank Mobil Bankacilik uygulamasi ile iþlemlerinizi hizli ve kolay gerceklestirirken cekilisle iPhone 6 kazanma sansini yakalayin. <URL>;1;Promosyon;
Ondan sordum ne zaman geleceðini bilmiyordum ben Ali geleckti normalde izin alamadý iþten mecbur babam gelecek:/;2;Normal;
Banka hesabýnýza izinsiz giriþ tespit edildi. Hemen doðrulamak için týklayýn: <URL>;0;Dolandiricilik;
Sevdiklerinize en renkli hediye Boyner'de! Clinique'ten herhangi bir urun alisverisinize 445TL degerindeki Clinique makyaj seti 99TL! <URL>;1;Promosyon;
Dikkat! Hizmet saðlayýcý tarafýndan aboneliðiniz iptal edilecek. 24 saat içinde yoklama yapýlacaktýr. hesabýnýz kalýcý olarak kapatýlacak. Tel: <PHONE>;0;Dolandiricilik;
Hocam B'ni aramýþsýnýz;2;Normal;
Tamamdr ablacm :);2;Normal;
Seni yazmýþlarmý futssala?;2;Normal;
YENI I20 HAFTA SONU IYAS AVM DE SIZLERI BEKLIYOR. VE 08-27 ARALIK TARIHLERINDE KDV BIZDEN KIS SERVIS KAMPANYASI ICIN SIZLERI SERVISIMIZE BEKLIYORUZ <PHONE>;1;Promosyon;
Arýyor;2;Normal;
Bilmiyorum ki alayým mý;2;Normal;
Bugune ozel super firsat! LG G3 32 GB akilli telefon sadece bugune ozel 1399 TL, ustelik 100 TL chip-para hediye. <URL>;1;Promosyon;
Sistemimiz ödeme sahteciliði tespit etti. Hesap güvenliði için doðrulama: <URL>;0;Dolandiricilik;
Hediye çeki bekliyor! 48 saat içinde talep et: <URL>;0;Dolandiricilik;
Ýade talebiniz bekliyor. Kimlik doðrulama: <URL>;0;Dolandiricilik;
Anam bende aslaným ortalýk yanacak desenize;2;Normal;
<URL>;1;Promosyon;
Söylerim;2;Normal;
Kigili'da secili urunlerde 3 al 2 ode firsati basladi! Son gun 31 Ocak! <URL>;1;Promosyon;
Lütfen Sultan, bak bu ipi biraz göðüsle :);2;Normal;
Apple IDdoðrulamasý yapýlmadý. Hesabýnýzý kurtarmak için: <URL>;0;Dolandiricilik;
Eren Perakende'nin geleneksel Lacoste, Burberry, Nautica, SuperStep, Gant, G-Star ve SuperKids seri sonu satislari basladi.  Harita ve bilgi: <URL>;1;Promosyon;
Oðlum kendi kendine dökülüp duruyorsun Ben hiçbir þey demedim.;2;Normal;
DUYURU: SEKIZ<URL> DA KAMPANYA DEVAM EDIYOR.TUM TISORTLER 19,90TL VEYA 26,90TL. FIRSATI KACIRMAYIN. DETAY <URL>;1;Promosyon;
Þimdi geldi, duþa girip çýkýyor hemen;2;Normal;
HOTIC'te 29 Ekime Ozel NET %50 + %10 INDIRIM. Tum urunlerde gecerlidir. SMS almamak icin HOTIC yazip 3172'ye gonderebilirsiniz. Mersis :0464001939500012;1;Promosyon;
Kaza kaydý oluþturuldu. Ýtiraz için <PHONE>;0;Dolandiricilik;
Evet öyleymiþ Özledim seni;2;Normal;
Mobil Operatör: hesabýnýz bloke edildi. derhal iþlem yapmazsanýzyasal takip baþlatýlacaktýr. Link: <URL>;0;Dolandiricilik;
Bildiðin bir yer var mý sipariþ vereyim;2;Normal;
Dikkat! Telekom tarafýndan ödemeniz onaylanmadý. bugün yoklama yapýlacaktýr. þikayetçi olunacaktýr. Link: <URL>;0;Dolandiricilik;
Paraf ile Sevgililer Gunune ozel secili sektorlerde 1-14 Subat'ta toplam 500TL harcamaya 30TL ParafPara!SEVGI yaz kart son 6 haneyi 3404'e gonder! parafcard<URL>;1;Promosyon;
Merhaba caným benim ben dün geldim bugün de sabahtan izin aldým biraz dinleneyim diye;2;Normal;
E-Devlet bildirimi: kargonuz iade edildi. Borç/ceza için iþlem yapýlacaktýr. 24 saat içinde týklayýn: <URL>;0;Dolandiricilik;
Internet ucreti odemeden muzik dinlemek icin DINLE yazip 2222 ye gonderin!;1;Promosyon;
Tum sektorlerde,her harcamada 25TL'ye varan bonus! Garanti POS'larinda,her 100TL'lik iþleme en az 10TL,toplam 100TL bonus icin 3340'a BOSYOK yazin! bonus<URL>;1;Promosyon;
elmasepeti<URL> 10 yasinda! Dogum gunumuze ozel %90'a varan indirimler icin tiklayin, <URL>;1;Promosyon;
Bakalým ne olacak bu iþin sonu. Lanet olsun;2;Normal;
Simdi ailece tatil plani yapmanin tam zamani! Aveali aileler <URL>;1;Promosyon;
ebebek'ten Bayram Firsati! 27 Eylul'e kadar her 250 TL'ye 50 TL hediye ceki ebebek<URL> ve magazalarinda! (Mama, bez haric) <URL>;1;Promosyon;
Dogal bir ses, rahat kullanim, japon tasarimi! Audio-Technica ATH-T200 Kulakustu Kulaklik 119,90 TL yerine 49,90 TL! <URL>;1;Promosyon;
Internet ucreti odemeden sinirsiz muzik dinlemek Turkcell Muzik'ten size ozel 1 ay hediye! Hemen DINLE yazip 2222'ye gonderin.;1;Promosyon;
Hayýr abi sýnavlarým bitti :);2;Normal;
Money Dostu!Tek seferde 35TL kagit havlu, pecete, mendil, tuvalet kagidi alimina 10 Money hediye,2-15Nisan Migros,Tansasta! MONEY yaz 5818e gonder.Bilgi:<PHONE>;1;Promosyon;
ACÝL! ZARAR: Ödeme onayýnýz bekliyor. Devam etmek için link: <URL>;0;Dolandiricilik;
Kredi kartýnýzdan þüpheli iþlem. 24s içinde doðrulamazsanýz bloke edilecek: <URL>;0;Dolandiricilik;
Kampanya: Markafoni'den size ozel KARGO BEDAVA! 31 Agustos'a kadar 100 TL ve uzeri ilk alisverisinizde... Hesabiniz: melistuncay@hotmail<URL> [SMS iptal icin: 3172'ye MARKAFONI / Mersis no:092504<PHONE>;1;Promosyon;
Acil: E-Devlet - ceza iþlemi baþlatýldý. bugün iþlem yapýn yoksa þikayetçi olunacaktýr. Ýletiþim: <PHONE>;0;Dolandiricilik;
KAMPANYA: Ogretmenlerimize hediyeniz cicek olsun, indiriminiz bizden olsun! Ziraat kartiniza ozel, herkesecicek<URL>'da tum ciceklerde, 25 Kasim'a kadar %18 indirim firsati! Detay: <URL>;1;Promosyon;
Anasayfa geldi þimdi eduroamla ilgili olabilir;2;Normal;
Sevgiline ozel sarkini sec ve dinlet! Hemen tikla! <URL>;1;Promosyon;
5 FILTRELI  TEZGAH ALTI SU ARITMA CIHAZINDA KAMPANYA 1.300 TL YERINE 899 TL K.KARTINA 9 TAKSIT  BILGI ICIN:<PHONE>;1;Promosyon;
SGK kaydýnýz askýya alýndý. Ayrýntýlar için arayýn: <PHONE>;0;Dolandiricilik;
Anýnda kredi: 15.000 TL onaylandý. Onaylamak için týklayýn: <URL>;0;Dolandiricilik;
Yok evdeyim;2;Normal;
Hocanin ip 6 si bende de illa ekran koruyucu takalim dedide :) sabah 8.30 gibi hem kilif alsam hemde ekran koruyucu taktirsak dicektim :);2;Normal;
Yeni kalktým yorulmuþum;2;Normal;
Bankamýz: Kimlik doðrulama eksik. adli iþlem baþlatýlacak. Detay: <URL>;0;Dolandiricilik;
Mobil Operatör hesabýnýzda þüpheli aktivite: hesabýnýzdan yetkisiz çekim. Hemen kontrol edin: <URL>;0;Dolandiricilik;
SICACIK TUTAN HAVLU CARSAFLAR TEK KISILIK 13.99TL, CIFT KISILIK 17.99TL FIRSATIYLA MAGAZALARDA VE MADAMECOCO<URL>'DA! CIKIS:5830A MC MERSIS0273065777400019;1;Promosyon;
Kredi kartýnýzdan þüpheli iþlem. 24s içinde doðrulamazsanýz bloke edilecek: <URL>;0;Dolandiricilik;
Hýmm yolda kaybolma;2;Normal;
Özel indirim kodunuz aktif. Hemen kullanmak için: <URL>;0;Dolandiricilik;
Hangileri  Markalarý gönder bi inceleyeyim;2;Normal;
Öyle valla yok etmediði bir þey yok;2;Normal;
Kartýnýz bloke edildi. Ýptal iþlemi için görüþün: <PHONE>;0;Dolandiricilik;
Yatýrým platformu %300 garanti ile açýldý. Üye olmak için: <URL>;0;Dolandiricilik;
Evet güzelim yarýn akþam oradayýz;2;Normal;
Kampanya:Money Dostu, Tam Bana Gore diyecegin teklifin 9TL'lik yogurt alimina 1Money hediye, bu kampanyadan yararlan yeni teklifini gor. Son gun 28 Ekim. Kampanyaya katilmak icin TAMBANAGORE yaz 5818e gonder ya da <URL>;1;Promosyon;
Tebrikler! iGaranti'den dominos<URL>;1;Promosyon;
Ýsmini kullanmayayým mý;2;Normal;
SGK prim eksikliði. Cezadan kaçýnmak için <PHONE>;0;Dolandiricilik;
Mahkeme bildirimi: hesabýnýz bloke edildi. Borç/ceza için iþlem yapýlacaktýr. 24 saat içinde týklayýn: <URL>;0;Dolandiricilik;
Seagate Tasinabilir Hard Disklerde %10 Aninda Indirim! <URL>;1;Promosyon;
Hayallerinizi ertelemeyin! Yuksek Tutarli Ihtiyac kredimiz ile tanisin, 20.000 TL uzeri nakit ihtiyaclariniza uygun kredi firsati icin subelerimize basvurun!;1;Promosyon;
Yeni Sezon Tum Pijamalarimizda 1 ALANA 1 BEDAVA Kampanyamiz 30/11/2015 Tarihine Kadar Devam Etmektedir.(mesaj almak istemiyorsaniz RET yaz 3347'ye Sms gonder);1;Promosyon;
Allahrazýolsun.;2;Normal;
Yeni yýlýn size ve ailenize saðlýk ve mutluluk getirmesini dilerim. Iyi seneler;2;Normal;
Telekom hesabýnýzda þüpheli aktivite: ödemeniz onaylanmadý. Hemen kontrol edin: <URL>;0;Dolandiricilik;
TEK FÝYAT BAÞLADI! Her þey 9,99-19,99-29,99! Kargo ücreti YOK! tozlu<URL> Sms iptali için Tozlu yaz 5306'ya gönder. Mersis:<PHONE>;1;Promosyon;
Ayþe Günaydýn Dün fark etmemiþim Akyaka'daydým sen napýon;2;Normal;
Tebrikler! Çekiliþten kazandýnýz. Ödülü almak için TC ve IBAN girin: <URL>;0;Dolandiricilik;
Fatura uyarýsý: 48 saat içinde ödeme yapýlmazsa hizmet durdurulacak. Arayýn: <PHONE>;0;Dolandiricilik;
Ne zaman geliyorsunuz :);2;Normal;
Süvari'den Yýlbaþýna Özel TÜM ÜRÜNLERDE NET %50 ÝNDÝRÝM Fýrsatý. 4 Ocak Son. Ýptal için SUVARI Yaz 3347'ye Gönder. Mersis:<PHONE>;1;Promosyon;
Abi alici ile alakali bir sey soracaktim alici devreleri birbirlerinden etkilenip ayni anda tetiklenemez dedi  buradaki gorevli biz yinede aldik  sana sormak istemistim;2;Normal;
Paraf ile <URL>;1;Promosyon;
Ihtiyac kredilerinde Guz Tarifesi ile dusuk faizli veya masrafsiz kredi secenekleri Halkbank'ta sizi bekliyor. Ustelik ilk taksiti 2015'te odeme firsatiyla!;1;Promosyon;
Acil: Gümrük Müdürlüðü - kargonuz iade edildi. 3 gün içinde iþlem yapýn yoksa hukuki süreç baþlatýlacaktýr. Ýletiþim: <PHONE>;0;Dolandiricilik;
Hizmet saðlayýcý uyarýsý: Kimlik doðrulama eksik. Lütfen 24 saat içinde aþaðýdaki linkten doðrulayýn: <URL>;0;Dolandiricilik;
:) Ýyiymiþ Can  2018'de dünyayý ifade etmek için bu emojiler yetecek :);2;Normal;
Mutfaklarýn gözdesi Diva By Schafer 7 parça seramik tencere seti 219 TL yerine kargo dahil 119,90 TL. Kaçýrmayýn. <URL>;1;Promosyon;
Sende uygun olursan bir vakit katilir miyiz çalýþmalarýna;2;Normal;
gelsene aþaðý;2;Normal;
Facebook Güvenlik: Hesabýnýzda anormal etkinlik tespit ettik. Oturum açýp doðrulayýn: <URL>;0;Dolandiricilik;
Bir sürü site var onlarý bir ara yazarým ben sana;2;Normal;
6 ay sonra görüþmek üzere þafak'a çok selamlar;2;Normal;
Adýnýza iþlem yapýlmýþtýr. Ýptal için týklayýn: <URL>;0;Dolandiricilik;
Bugune ozel fiyat! Samsung m2020w mono lazer yazici 169,90TL. <URL>;1;Promosyon;
Sistemimiz ödeme sahteciliði tespit etti. Hesap güvenliði için doðrulama: <URL>;0;Dolandiricilik;
Facebook Güvenlik: Hesabýnýzda anormal etkinlik tespit ettik. Oturum açýp doðrulayýn: <URL>;0;Dolandiricilik;
Tebrikler! Büyük ödülü kazandýnýz. Detaylar ve talep formu: <URL>;0;Dolandiricilik;
FIRSAT:350TL hediye ceki kazanmak ister misiniz? <PHONE>;1;Promosyon;
Yatýrým platformu %300 garanti ile açýldý. Üye olmak için: <URL>;0;Dolandiricilik;
Pierre Cardin erkek ayakkabilarinda tek fiyat 89,99 TL! Ustelik Kargo Ucretsiz! <URL>;1;Promosyon;
Gökhanlara da yer ayarlamak lazým aslýnda oda misafirhaneden yer ayýrttým falan diyodu ama;2;Normal;
Sizi ozledik!Size ozel 20TL bonus!156012 ile biten kartinizla 13-31 Ocak'ta toplam 80TL harcayin 20TL bonus hediyemiz olsun.SECIM yazin kart son 6 haneyi 3340'a gonderin bonus<URL>;1;Promosyon;
Babalar gunu firsatini kacirmadiniz! Parfumlerde 2. urune %50 indirim devam ediyor! IPTAL icin TEKIN ACAR yazip 3525'e SMS gonderiniz.;1;Promosyon;
uyarý! Adalet Bakanlýðý – kargonuz iade edildi. Hemen bilgi güncelleyin yoksa þikayetçi olunacaktýr. Tel: <PHONE>;0;Dolandiricilik;
HES kodu doðrulamasý  gerekiyor. Buraya girin: <URL>;0;Dolandiricilik;
Dönem baþýna motivasyon bulursun tekrar. þimdi güzelce dinlen;2;Normal;
Tamam ayarlýyorum;2;Normal;
HES kodu doðrulamasý  gerekiyor. Buraya girin: <URL>;0;Dolandiricilik;
Bitmiyor yani Allahtan yaðmur varda ben sýkýstigim zmn yetisemedigim zmn ne istersem yapiyor;2;Normal;
Gümrük Müdürlüðü: hesabýnýz bloke edildi. 1 hafta içinde iþlem yapmazsanýzyasal takip baþlatýlacaktýr. Borç tutarý: 11954 TL. Tel: <PHONE>;0;Dolandiricilik;
VakifBank Worldcarda gida,giyim,kozmetik,kuyumda ilk 100TL sonrasi her 100TLye 10TL,maks.50TL Worldpuan.BAHAR yaz,kart son 6 hane 6635e gonder. vakifkart<URL>;1;Promosyon;
Kampanya: VakifBank Worldcardla 31 Ekime kadar farkli gunlerde internetten yapacaginiz ilk 100TL alisverise 5TL, ucuncu 100TLye 10TL, besinci 100TLye 15TL, toplam 30TL Worldpuan hediye. Katilmak icin SANAL yazin kartin son 6 hanesini 6635e gonderin. ;1;Promosyon;
Ucretsiz 1GB ek hafiza Akilli Depo dan telefonunuza hediye. Hemen tiklayin <URL>;1;Promosyon;
Bonus'a ozel Kemal Tanca'da 300 TL'ye 30 TL Tanca Bonus. Son gun 15.02. <URL>;1;Promosyon;
Aynen 5 dk da beþiktaþ :) her adýmda yalçýna gidiyorum:);2;Normal;
Daha belli deðil;2;Normal;
Ogretmenler Gunune Ozel ,20-25 Kasim Tarihleri Arasinda Sezon Konfeksiyon Urunlerinde 1ALANA1BEDAVA. Magazalarimiza bekler, keyifli alisverisler dileriz. <URL>;1;Promosyon;
YAZDAN ONCEKI SON KELEBEK!Boyner ve <URL>;1;Promosyon;
MUSLERA ÖZEL koleksiyonu ilkkez GSSTORE.ORG 'da.Hemen almak icin: <URL>;1;Promosyon;
Beklenen firsat! 25 Ekim'e kadar Prima Premium Care Firsat Paketi 2 adet ve uzeri alimlarda 69,90 TL yerine 59,90 TL! Hemen ebebek<URL> ve magazalarini ziyaret edin, firsati kacirmayin. ;1;Promosyon;
